date,equity,cash,peak,drawdown,daily_return
2021-04-28,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-29,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-30,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-03,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-04,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-05,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-06,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-07,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-10,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-11,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-12,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-14,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-17,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-18,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-19,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-20,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-21,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-24,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-25,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-26,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-27,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-28,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-05-31,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-06-01,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-06-02,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-06-03,10308801.24305856,10308801.24305856,10308801.24305856,0.0,0.03088012430585607
2021-06-04,10308801.24305856,10308801.24305856,10308801.24305856,0.0,0.0
2021-06-07,10308801.24305856,10308801.24305856,10308801.24305856,0.0,0.0
2021-06-08,10308801.24305856,10308801.24305856,10308801.24305856,0.0,0.0
2021-06-09,10308801.24305856,10308801.24305856,10308801.24305856,0.0,0.0
2021-06-10,10308801.24305856,10308801.24305856,10308801.24305856,0.0,0.0
2021-06-11,10308801.24305856,10308801.24305856,10308801.24305856,0.0,0.0
2021-06-14,10308801.24305856,10308801.24305856,10308801.24305856,0.0,0.0
2021-06-15,10308801.24305856,10308801.24305856,10308801.24305856,0.0,0.0
2021-06-16,10308801.24305856,10308801.24305856,10308801.24305856,0.0,0.0
2021-06-17,10308801.24305856,10308801.24305856,10308801.24305856,0.0,0.0
2021-06-18,10308801.24305856,10308801.24305856,10308801.24305856,0.0,0.0
2021-06-21,10308801.24305856,10308801.24305856,10308801.24305856,0.0,0.0
2021-06-22,13104122.305527708,13104122.305527708,13104122.305527708,0.0,0.27115869212740695
2021-06-23,13104122.305527708,13104122.305527708,13104122.305527708,0.0,0.0
2021-06-24,13104122.305527708,13104122.305527708,13104122.305527708,0.0,0.0
2021-06-25,13104122.305527708,13104122.305527708,13104122.305527708,0.0,0.0
2021-06-28,13104122.305527708,13104122.305527708,13104122.305527708,0.0,0.0
2021-06-29,13344565.822743436,1.0641355719417334,13344565.822743436,0.0,0.01834869299978248
2021-06-30,13585008.193439504,1.0641355719417334,13585008.193439504,0.0,0.01801799877866972
2021-07-01,13224344.064135572,1.0641355719417334,13585008.193439504,-0.02654868691784115,-0.02654868691784118
2021-07-02,13825450.564135572,1.0641355719417334,13825450.564135572,0.0,0.04545454179691233
2021-07-05,14419343.786135573,14419343.786135573,14419343.786135573,0.0,0.04295651843279602
2021-07-06,14419343.786135573,14419343.786135573,14419343.786135573,0.0,0.0
2021-07-07,14419343.786135573,14419343.786135573,14419343.786135573,0.0,0.0
2021-07-08,14501896.97619142,16.16624726727605,14501896.97619142,0.0,0.00572516969428416
2021-07-09,14391825.356303114,16.16624726727605,14501896.97619142,-0.007590153210232871,-0.0075901532102328195
2021-07-12,14364307.97619142,16.16624726727605,14501896.97619142,-0.009487655320258281,-0.0019120145937320254
2021-07-13,14694521.786135573,16.16624726727605,14694521.786135573,0.0,0.02298849415450266
2021-07-14,14034094.166247267,16.16624726727605,14694521.786135573,-0.04494379806979671,-0.04494379806979676
2021-07-15,13924022.546358962,16.16624726727605,14694521.786135573,-0.052434454893495415,-0.007843158139342776
2021-07-16,13896505.166247267,16.16624726727605,14694521.786135573,-0.05430708338132121,-0.0019762521943696987
2021-07-19,13566291.356303114,16.16624726727605,14694521.786135573,-0.07677898241621957,-0.023762363701788636
2021-07-20,12850828.97619142,16.16624726727605,14694521.786135573,-0.12546803746166788,-0.052738243733743695
2021-07-22,13476996.305247268,13476996.305247268,14694521.786135573,-0.08285574029615939,0.048725831634359285
2021-07-23,13476996.305247268,13476996.305247268,14694521.786135573,-0.08285574029615939,0.0
2021-07-26,13274213.232872145,13274213.232872145,14694521.786135573,-0.09665564990372827,-0.015046607402880219
2021-07-27,13274213.232872145,13274213.232872145,14694521.786135573,-0.09665564990372827,0.0
2021-07-28,13274213.232872145,13274213.232872145,14694521.786135573,-0.09665564990372827,0.0
2021-07-29,12233098.58465113,4.881093161180615,14694521.786135573,-0.16750617933050538,-0.07843136387494576
2021-07-30,12753656.529314177,4.881093161180615,14694521.786135573,-0.1320808723869205,0.04255323711003123
2021-08-02,13274213.232872145,4.881093161180615,14694521.786135573,-0.09665564990372827,0.04081627118947995
2021-08-03,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.04849508112314904
2021-08-04,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-05,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-06,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-09,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-10,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-11,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-12,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-13,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-16,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-17,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-18,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-20,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-23,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-24,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-25,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-26,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-27,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-30,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-08-31,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-09-01,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-09-02,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-09-03,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-09-06,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-09-07,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-09-08,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-09-09,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-09-13,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-09-14,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-09-15,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-09-16,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-09-17,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-09-20,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-09-21,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-09-22,13917947.280446257,13917947.280446257,14694521.786135573,-0.05284789236367129,0.0
2021-09-23,14267678.10772155,14267678.10772155,14694521.786135573,-0.029047810104086122,0.02512804655946943
2021-09-24,14267678.10772155,14267678.10772155,14694521.786135573,-0.029047810104086122,0.0
2021-09-27,14267678.10772155,14267678.10772155,14694521.786135573,-0.029047810104086122,0.0
2021-09-28,14267678.10772155,14267678.10772155,14694521.786135573,-0.029047810104086122,0.0
2021-09-29,15355747.98051532,15355747.98051532,15355747.98051532,0.0,0.0762611733022569
2021-09-30,15355747.98051532,15355747.98051532,15355747.98051532,0.0,0.0
2021-10-01,15355747.98051532,15355747.98051532,15355747.98051532,0.0,0.0
2021-10-04,15355747.98051532,15355747.98051532,15355747.98051532,0.0,0.0
2021-10-05,15355747.98051532,15355747.98051532,15355747.98051532,0.0,0.0
2021-10-06,15355747.98051532,15355747.98051532,15355747.98051532,0.0,0.0
2021-10-07,15355747.98051532,15355747.98051532,15355747.98051532,0.0,0.0
2021-10-08,15355747.98051532,15355747.98051532,15355747.98051532,0.0,0.0
2021-10-11,15174630.99727402,57.364461520686746,15355747.98051532,-0.011794735331103104,-0.01179473533110309
2021-10-12,15969865.197175084,15969865.197175084,15969865.197175084,0.0,0.05240550495388785
2021-10-13,15969865.197175084,15969865.197175084,15969865.197175084,0.0,0.0
2021-10-14,15969865.197175084,15969865.197175084,15969865.197175084,0.0,0.0
2021-10-18,15969865.197175084,15969865.197175084,15969865.197175084,0.0,0.0
2021-10-19,15969865.197175084,15969865.197175084,15969865.197175084,0.0,0.0
2021-10-20,15969865.197175084,15969865.197175084,15969865.197175084,0.0,0.0
2021-10-21,15969865.197175084,15969865.197175084,15969865.197175084,0.0,0.0
2021-10-22,15969865.197175084,15969865.197175084,15969865.197175084,0.0,0.0
2021-10-25,15969865.197175084,15969865.197175084,15969865.197175084,0.0,0.0
2021-10-26,15969865.197175084,15969865.197175084,15969865.197175084,0.0,0.0
2021-10-27,15969865.197175084,15969865.197175084,15969865.197175084,0.0,0.0
2021-10-28,15969865.197175084,15969865.197175084,15969865.197175084,0.0,0.0
2021-10-29,15969865.197175084,15969865.197175084,15969865.197175084,0.0,0.0
2021-11-01,15969865.197175084,15969865.197175084,15969865.197175084,0.0,0.0
2021-11-02,16383492.979595838,101.86094349436462,16383492.979595838,0.0,0.025900518089152058
2021-11-03,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.00023156811492697216
2021-11-04,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-11-08,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-11-09,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-11-10,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-11-11,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-11-12,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-11-15,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-11-16,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-11-17,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-11-18,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-11-22,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-11-23,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-11-24,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-11-25,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-11-26,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-11-29,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-11-30,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-01,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-02,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-03,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-06,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-07,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-08,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-09,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-10,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-13,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-14,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-15,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-16,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-17,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-20,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-21,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-22,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-23,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-24,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-27,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-28,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-29,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-30,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2021-12-31,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-03,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-04,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-05,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-06,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-07,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-10,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-11,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-12,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-13,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-14,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-17,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-18,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-19,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-20,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-21,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-24,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-25,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-27,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-28,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-01-31,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-01,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-02,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-03,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-04,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-07,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-08,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-09,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-10,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-11,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-14,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-15,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-16,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-17,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-18,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-21,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-22,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-23,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-24,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-25,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-02-28,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-02,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-03,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-04,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-07,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-08,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-09,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-10,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-11,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-14,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-15,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-16,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-17,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-21,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-22,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-23,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-24,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-25,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-28,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-29,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-30,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-03-31,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-04-01,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-04-04,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-04-05,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-04-06,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-04-07,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-04-08,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-04-11,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-04-12,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-04-13,16387286.874181043,16387286.874181043,16387286.874181043,0.0,0.0
2022-04-18,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.1091695945059028
2022-04-19,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-04-20,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-04-21,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-04-22,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-04-25,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-04-26,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-04-27,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-04-28,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-04-29,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-02,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-04,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-05,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-06,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-09,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-10,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-11,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-12,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-13,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-16,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-17,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-18,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-19,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-20,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-23,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-24,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-25,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-26,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-27,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-30,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-05-31,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-01,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-02,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-03,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-06,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-07,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-08,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-09,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-10,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-13,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-14,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-15,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-16,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-17,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-20,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-21,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-22,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-23,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-24,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-27,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-28,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-29,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-06-30,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-01,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-04,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-05,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-06,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-07,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-08,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-11,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-12,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-13,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-14,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-15,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-18,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-19,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-20,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-21,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-22,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-25,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-26,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-27,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-28,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-07-29,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-01,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-02,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-03,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-04,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-05,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-08,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-10,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-11,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-12,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-16,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-17,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-18,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-19,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-22,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-23,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-24,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-25,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-26,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-29,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-08-30,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-09-01,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-09-02,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-09-05,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-09-06,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-09-07,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-09-08,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-09-09,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-09-12,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-09-13,18176280.337287292,18176280.337287292,18176280.337287292,0.0,0.0
2022-09-14,18754810.169754423,18754810.169754423,18754810.169754423,0.0,0.031828835258461474
2022-09-15,18759979.203354955,97.02240097522736,18759979.203354955,0.0,0.0002756110861024119
2022-09-16,19070230.014069676,97.02240097522736,19070230.014069676,0.0,0.01653790803026256
2022-09-19,18971985.760560155,97.02240097522736,19070230.014069676,-0.005151707841858154,-0.005151707841858144
