date,equity,cash,peak,drawdown,daily_return
2021-03-09,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-03-10,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-03-12,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-03-15,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-03-16,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-03-17,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-03-18,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-03-19,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-03-22,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-03-23,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-03-24,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-03-25,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-03-26,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-03-30,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-03-31,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-01,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-05,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-06,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-07,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-08,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-09,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-12,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-13,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-15,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-16,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-19,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-20,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-22,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-23,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-26,10000000.0,10000000.0,10000000.0,0.0,0.0
2021-04-27,10000000.0,10000000.0,10000000.0,0.0,0.0
